,PM,date,publish_date,activities
2755,Yoshihide_Suga,9月17日,2020-09-18,▽6時38分　東京・赤坂の衆院議員宿舎発。42分　官邸。官邸の敷地内を散歩。▽7時25分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で選挙プランナーの三浦博史氏と会食。▽8時39分　官邸。40分　報道各社のインタビュー。▽10時13分　東京・三番町の宮内庁分庁舎。就任の記帳。26分　東京・元赤坂の赤坂御用地。秋篠宮邸、三笠宮東邸、三笠宮邸、高円宮邸。就任の記帳。58分　東京・東の常陸宮邸。就任の記帳。▽11時11分　衆院第2議員会館。25分　党沖縄県議らから要請書受け取り。31分　官邸。▽12時39分　国会。▽13時1分　第202臨時国会開会式。12分　官邸。42分　北村国家安全保障局長。▽14時　木原補佐官。28分　森田健作千葉県知事。52分　河野行革相。▽15時22分　平井デジタル相。44分　田村厚労相。▽18時32分　ザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。▽19時57分　衆院第2議員会館。▽20時29分　東京・赤坂の衆院議員宿舎。 
2756,Yoshihide_Suga,9月18日,2020-09-19,▽6時41分　東京・赤坂の衆院議員宿舎発。44分　官邸。官邸の敷地内を散歩。▽7時25分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。26分　レストラン「オーキッド」で竹中平蔵慶応大名誉教授と朝食。▽8時46分　官邸。▽10時26分　武田総務相。▽11時　藤井官房副長官補、和泉補佐官、厚労省の樽見次官、福島医務技監。49分　次官連絡会議に出席し、あいさつ。▽14時3分　閣議。12分　井上万博相。25分　萩生田文科相。▽15時59分　衆院第2議員会館。▽16時28分　官邸。▽17時8分　滝沢内閣情報官。55分　皇居。内奏、副大臣認証式。▽20時4分　官邸。47分　副大臣と記念撮影。56分　副大臣会議に出席し、あいさつ。▽22時11分　政務官に辞令交付。25分　政務官と記念撮影。31分　政務官会合に出席し、あいさつ。52分　東京・赤坂の衆院議員宿舎。 
2757,Yoshihide_Suga,9月19日,2020-09-20,▽9時2分　東京・赤坂の衆院議員宿舎発。5分　官邸。官邸の敷地内を散歩。▽10時27分　国連総会向けのビデオ演説収録。48分　秋葉外務次官。▽12時3分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。50分　衆院第2議員会館。53分　柴山昌彦前文科相。▽16時37分　ザ・キャピトルホテル東急。「ザ・キャピトル　フィットネスクラブ」で運動。▽19時18分　東京・赤坂の衆院議員宿舎。 
2758,Yoshihide_Suga,9月20日,2020-09-21,▽11時56分　東京・赤坂の衆院議員宿舎発。▽12時　官邸。官邸の敷地内を散歩。56分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で村井純慶応大教授と会食。▽14時30分　ジャーナリストの田原総一朗氏。▽15時2分　高橋洋一嘉悦大教授。▽16時51分　東京・赤坂の衆院議員宿舎。▽19時　公邸。54分　オーストラリアのモリソン首相と電話。▽21時35分　トランプ米大統領と電話。▽22時9分　報道各社のインタビュー。16分　東京・赤坂の衆院議員宿舎。 
2759,Yoshihide_Suga,9月21日,2020-09-22,▽8時35分　東京・赤坂の衆院議員宿舎発。40分　官邸。官邸の敷地内を散歩。▽9時21分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」。22分　経済ジャーナリストの財部誠一氏。58分　大和総研の熊谷亮丸チーフエコノミスト。▽10時51分　金丸恭文フューチャー会長兼社長。▽11時39分　新浪剛史サントリーホールディングス社長と会食。▽12時31分　自民党の「不妊治療への支援拡充を目指す議員連盟」の和田政宗事務局長、杉山産婦人科の杉山力一理事長。▽14時29分　横浜市西区の久保山墓地。秘書を務めた故小此木彦三郎元衆院議員の墓参り。32分　報道各社のインタビュー。36分　墓地を管理する「太田茶屋」。知人らと写真撮影。▽15時30分　ザ・キャピトルホテル東急。57分　林内閣府政策統括官、竹森俊平慶応大教授。▽17時6分　東京・赤坂の衆院議員宿舎。 
2760,Yoshihide_Suga,9月22日,2020-09-23,▽9時25分　東京・赤坂の衆院議員宿舎発。34分　皇居。秋季皇霊祭・神殿祭の儀。▽10時53分　衆院第2議員会館。54分　梶山経産相。▽11時8分　加藤官房長官。▽12時36分　東京・赤坂の衆院議員宿舎。55分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で岡部信彦川崎市健康安全研究所長と会食。▽14時3分　衆院第2議員会館。26分　東京・赤坂の衆院議員宿舎。▽15時31分　官邸。官邸の敷地内を散歩。▽16時1分　公邸。56分　ドイツのメルケル首相と電話。▽17時45分　欧州連合（ＥＵ）のミシェル大統領と電話。▽18時19分　ザ・キャピトルホテル東急。日本料理店「水簾」で外務省の森、鈴木両外務審議官、宇山欧州局長と会食。▽20時6分　東京・赤坂の衆院議員宿舎。 
2761,Yoshihide_Suga,9月23日,2020-09-24,▽6時37分　東京・赤坂の衆院議員宿舎発。41分　官邸。官邸の敷地内を散歩。▽7時25分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で森山国対委員長、林幹事長代理と会食。▽8時34分　官邸。▽10時3分　デジタル改革関係閣僚会議。36分　野上農相。52分　平沢復興相。▽11時14分　坂本地方創生相。▽12時2分　黒田東彦日銀総裁と昼食。▽13時31分　小池百合子東京都知事と東京五輪・パラリンピックについて意見交換。林幹事長代理同席。50分　石川拉致問題対策本部事務局長。▽14時26分　山本一太群馬県知事。▽15時30分　岸防衛相。53分　超党派の「病院船・災害時多目的支援船建造推進議員連盟」の衛藤征士郎会長、井上義久会長代理による申し入れ。▽16時10分　橋本五輪相、和泉補佐官、森外務審議官。21分　国際オリンピック委員会（ＩＯＣ）のバッハ会長と電話。五輪相同席。▽17時16分　ジョンソン英首相と電話。54分　滝沢内閣情報官。▽18時25分　報道各社のインタビュー。36分　東京・芝公園のホテル「ザ・プリンスパークタワー東京」。宴会場「スカイバンケット」で、総裁選の菅陣営選対本部長を務めた小此木防災相、事務総長を務めた山口選対委員長らと会食。▽19時30分　衆院第2議員会館。▽20時5分　ザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。50分　東京・赤坂の衆院議員宿舎。 
2762,Yoshihide_Suga,9月24日,2020-09-25,▽6時40分　東京・赤坂の衆院議員宿舎発。43分　官邸。官邸の敷地内を散歩。▽7時49分　国連のグテレス事務総長と電話。▽9時38分　西村経財相。44分　経財相、内閣府の山崎次官、田和内閣府審議官、林、籠宮両政策統括官。▽10時58分　韓国の文在寅大統領と電話。▽11時32分　報道各社のインタビュー。43分　藤井官房副長官補、黒田総務次官。▽12時33分　衆院第2議員会館。▽13時2分　官邸。▽14時27分　武田総務相。53分　棚橋泰文衆院議員。▽15時14分　梶山経産相、経産省の安藤次官、荒井総括審議官。49分　前田匡史国際協力銀行総裁、和泉補佐官、四方外務省経済局長、岡西国交審議官。59分　国際協力銀行総裁、和泉補佐官。▽16時2分　林官房副長官補、山田外務省総合外交政策局長、防衛省の岡防衛政策局長、山崎統合幕僚長。15分　秋葉外務次官。32分　園田修光参院議員、森博幸鹿児島市長。▽17時3分　月例経済報告関係閣僚会議。18分　和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、福島医務技監、鎌田医薬・生活衛生局長。29分　和泉補佐官、新型コロナウイルス感染症対策推進室長、厚労省医務技監。水嶋外務省領事局長加わる。▽18時43分　衆院第2議員会館。▽19時1分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で西岡力麗沢大客員教授と会食。▽20時8分　東京・赤坂の衆院議員宿舎。 
2763,Yoshihide_Suga,9月25日,2020-09-26,▽6時42分　東京・赤坂の衆院議員宿舎発。46分　官邸。官邸の敷地内を散歩。▽7時25分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」でデービッド・アトキンソン小西美術工芸社社長と会食。▽8時41分　衆院第2議員会館。49分　山口選対委員長。56分　官邸。▽9時36分　マイナンバー制度および国と地方のデジタル基盤抜本改善ワーキンググループ。▽10時3分　閣議。18分　復興推進会議。34分　小泉環境相。50分　赤羽国交相。▽11時2分　飯島、平田、木山、西川、今井各参与に辞令交付。記念撮影。加藤官房長官、坂井、岡田、杉田各官房副長官同席。11分　茂木外相、秋葉外務次官。24分　外相。▽13時59分　官房長官、佐藤総務会長。▽14時4分　総務会長。▽15時33分　公正取引委員会の古谷、杉本新旧委員長。50分　野田幹事長代行。▽16時32分　インドのモディ首相と電話。▽17時7分　滝沢内閣情報官。27分　世耕参院幹事長。▽18時2分　新型コロナウイルス感染症の政府対策本部。19分　野上農相。43分　衆院第2議員会館。▽19時4分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で坂井、岡田両官房副長官と食事。▽20時13分　公邸。▽21時　中国の習近平国家主席と電話。38分　報道各社のインタビュー。45分　東京・赤坂の衆院議員宿舎。 
2766,Yoshihide_Suga,9月28日,2020-09-29,▽6時38分　東京・赤坂の衆院議員宿舎発。42分　官邸。官邸の敷地内を散歩。▽7時28分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と打ち合わせ。▽8時38分　衆院第2議員会館。▽9時18分　官邸。▽10時2分　北村国家安全保障局長、秋葉外務次官。11分　国家安全保障局長、滝沢内閣情報官。13分　国家安全保障局長。17分　山口選対委員長。▽11時58分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で高島宗一郎福岡市長と会食。▽13時6分　官邸。▽14時31分　国家安全保障局長、鈴木外務審議官、岡村財務官。58分　西村宮内庁長官、宮田文化庁長官。▽15時16分　金融庁の氷見野長官、中島総合政策局長、古沢企画市場局長。32分　公明党の山口那津男代表、斉藤鉄夫副代表、石井啓一幹事長。▽17時28分　衆院第2議員会館。▽18時2分　東京・芝公園の東京プリンスホテル。宴会場「鳳凰の間」で自民党細田派のパーティーに出席し、あいさつ。25分　東京・東麻布の中国料理店「富麗華」。二階幹事長、佐藤総務会長、下村政調会長ら党役員会メンバーと会食。▽19時41分　東京・西大井の迎賓施設「志高荘」。似鳥昭雄ニトリホールディングス会長らと会食。▽20時59分　東京・赤坂の衆院議員宿舎。 
2767,Yoshihide_Suga,9月29日,2020-09-30,▽6時39分　東京・赤坂の衆院議員宿舎発。42分　官邸。官邸の敷地内を散歩。▽7時25分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で山田内閣広報官と会食。▽8時39分　官邸。▽9時11分　党本部。15分　元宿仁党事務総長、新田嘉一平田牧場グループ会長。26分　二階幹事長。34分　党役員会。51分　官邸。▽10時1分　閣議。12分　河野行革相。27分　平井デジタル相、藤井官房副長官補。43分　西村経財相。▽11時36分　衆院第2議員会館。38分　御法川信英衆院議員。▽12時7分　官邸。▽13時31分　観光戦略実行推進会議。▽14時32分　北朝鮮による拉致被害者家族会の飯塚繁雄代表、横田早紀江さんらと面会。加藤官房長官ら同席。▽15時52分　小此木防災相。▽16時6分　滝沢内閣情報官、横尾公安調査庁次長。12分　内閣情報官。33分　古賀信行経団連審議員会議長、三村明夫日本商工会議所会頭、桜田謙悟経済同友会代表幹事ら。54分　鈴木宗男日本維新の会参院議員。▽17時8分　北村国家安全保障局長、秋葉外務次官、島田防衛次官。50分　国家安全保障局長。▽19時1分　ロシアのプーチン大統領と電話。27分　報道各社のインタビュー。55分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。中国料理店「桃花林」で秘書官と食事。▽20時52分　東京・赤坂の衆院議員宿舎。 
2768,Yoshihide_Suga,9月30日,2020-10-01,▽6時41分　東京・赤坂の衆院議員宿舎発。44分　官邸。官邸の敷地内を散歩。▽7時25分　東京・永田町のザ・キャピトルホテル東急。宴会場「桐」で阿部俊則住宅生産団体連合会会長と会食。和泉補佐官同席。▽8時30分　衆院第2議員会館。54分　官邸。▽10時　カナダのトルドー首相と電話。22分　石井浩郎参院議員。52分　党外国人労働者等特別委員会の片山委員長、田畑事務局長代行。▽14時15分　平田参与。33分　福井トシ子日本看護協会会長、大島敏子日本看護連盟会長。58分　東京・虎ノ門のオフィスビル「東京虎ノ門グローバルスクエア」。▽15時　デジタル改革関連法案準備室の職員に訓示。12分　官邸。45分　丸川広報本部長、丹羽広報戦略局長。▽16時1分　和泉補佐官、外務省の秋葉次官、森外務審議官。▽17時14分　農水省の枝元次官、塩川食料産業局長。▽18時26分　衆院第2議員会館。50分　東京・内幸町の鉄板焼き店「若会席　大和館」。菅事務所の職員と食事。▽20時43分　東京・赤坂の衆院議員宿舎。 
2769,Yoshihide_Suga,10月1日,2020-10-02,▽6時40分　東京・赤坂の衆院議員宿舎発。44分　官邸。官邸の敷地内を散歩。▽7時28分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。▽8時41分　衆院第2議員会館。43分　山口選対委員長。59分　官邸。▽9時19分　村岡敏英前衆院議員。46分　和泉補佐官、吉田新型コロナウイルス感染症対策推進室長、厚労省の樽見次官、福島医務技監、田中職業安定局長。▽10時45分　日本医師会の中川俊男会長、今村聡、松原謙二、猪口雄二各副会長。▽11時2分　北村国家安全保障局長、和泉補佐官、水嶋外務省領事局長。21分　島尻安伊子党沖縄県第3選挙区支部長。40分　衆院第1議員会館。41分　安倍前首相。54分　官邸。55分　報道各社のインタビュー。▽14時2分　農林水産物・食品の輸出拡大のための輸入国規制への対応等に関する関係閣僚会議。49分　東京・永田町の中央合同庁舎8号館。井上万博相と国際博覧会推進本部事務局の看板掛け。職員に訓示。加藤官房長官同席。58分　官邸。▽15時45分　相川一俊駐イラン大使らのあいさつ。52分　柿崎補佐官に辞令交付。▽16時2分　国家安全保障局長、滝沢内閣情報官、防衛省の岡防衛政策局長、山崎統合幕僚長。16分　秋葉外務次官。27分　佐藤総務会長。▽18時17分　衆院第2議員会館。▽19時3分　東京・銀座の稲庭うどん・秋田郷土料理店「銀座佐藤養助」。園田修光参院議員、柿崎補佐官と会食。▽20時22分　東京・赤坂の衆院議員宿舎。 
2770,Yoshihide_Suga,10月2日,2020-10-03,▽6時40分　東京・赤坂の衆院議員宿舎発。44分　官邸。官邸の敷地内を散歩。▽7時30分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で坂井官房副長官と会食。▽8時41分　衆院第2議員会館。▽9時1分　官邸。▽10時2分　閣議。12分　麻生財務相。17分　武田総務相。32分　内閣府の山崎次官、田和内閣府審議官、林、井上、籠宮各政策統括官。▽12時　山口那津男公明党代表。▽14時5分　鈴木駐トルコ大使、山本駐トルクメニスタン大使らの新任あいさつ。21分　拉致問題に関するビデオメッセージ収録。50分　財務省の太田次官、矢野主計局長。▽16時11分　梶山経産相、鈴木外務審議官、大沢農水審議官、経産省の安藤次官、田中経産審議官、荒井総括審議官。38分　経産相、経産省の次官、総括審議官、飯田資源エネルギー庁次長。▽17時12分　滝沢内閣情報官。▽18時5分　報道各社のインタビュー。7分　衆院第2議員会館。28分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で官房長官時代の秘書官と食事。▽20時22分　東京・赤坂の衆院議員宿舎。 
2771,Yoshihide_Suga,10月3日,2020-10-04,▽7時12分　東京・赤坂の衆院議員宿舎発。24分　東京・神宮前のレストラン「Ｅｇｇｓ　’ｎ　Ｔｈｉｎｇｓ原宿店」。報道各社の首相番記者と懇談。▽9時16分　東京・四谷の迎賓館赤坂離宮前休憩所。22分　周辺を散歩。▽10時8分　東京・赤坂の衆院議員宿舎。▽12時17分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で田野岡由紀子認定こども園山王台幼稚園・風の子こども園園長と会食。▽14時　東京・東新橋の電通本社ビル。党広報用の写真撮影。丸川広報本部長同席。▽15時45分　東京・赤坂の衆院議員宿舎。 
2773,Yoshihide_Suga,10月5日,2020-10-06,▽6時44分　東京・赤坂の衆院議員宿舎発。47分　官邸。官邸の敷地内を散歩。▽7時33分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で北尾吉孝ＳＢＩホールディングス社長と会食。▽8時46分　衆院第2議員会館。59分　官邸。▽9時43分　前田晃伸ＮＨＫ会長。59分　和泉補佐官、経産省の安藤次官、荒井総括審議官、資源エネルギー庁の保坂長官、飯田次長。▽11時32分　高橋誠一全国賃貸管理ビジネス協会会長。56分　東京・永田町のザ・キャピトルホテル東急。中国料理店「星ケ岡」で秘書官と食事。▽12時47分　衆院第2議員会館。▽13時3分　官邸。51分　中曽根弘文参院議員。▽14時53分　野田毅衆院議員。▽15時12分　経産省主催の「ＴＣＦＤ（気候関連財務情報開示タスクフォース）サミット2020」向けのビデオメッセージ収録。▽16時8分　北村国家安全保障局長。32分　フランスのマクロン大統領と電話。▽17時30分　内閣記者会加盟報道各社のグループインタビュー。▽18時32分　ザ・キャピトルホテル東急。中国料理店「星ケ岡」で官邸職員と食事。▽19時58分　衆院第2議員会館。▽20時46分　東京・赤坂の衆院議員宿舎。 
2774,Yoshihide_Suga,10月6日,2020-10-07,▽6時42分　東京・赤坂の衆院議員宿舎発。46分　官邸。官邸の敷地内を散歩。▽7時28分　東京・永田町のザ・キャピトルホテル東急。レストラン「ＯＲＩＧＡＭＩ」で秘書官と食事。▽8時34分　官邸。▽9時13分　党本部。14分　山口選対委員長。27分　岡山県知事選立候補予定者に推薦証渡し。33分　党役員会。46分　官邸。▽10時2分　閣議。12分　麻生財務相。14分　梶山経産相。30分　西村経財相、内閣府の山崎次官、田和内閣府審議官、林、井上両政策統括官。51分　経財相。55分　経産省の安藤次官、荒井総括審議官、環境省の中井次官、和田総合環境政策統括官、小野地球環境局長。▽12時2分　政府・与党連絡会議。▽13時30分　河野行革相、内閣府の次官、田和内閣府審議官、井上政策統括官。▽14時15分　ポンペオ米国務長官の表敬。茂木外相ら同席。43分　ポンペオ国務長官、オーストラリアのペイン外相、インドのジャイシャンカル外相の表敬。外相ら同席。▽16時2分　経済財政諮問会議。▽17時8分　北村国家安全保障局長、滝沢内閣情報官。15分　内閣情報官。35分　金融庁の氷見野長官、古沢企画市場局長。▽18時8分　欧州連合（ＥＵ）のフォンデアライエン欧州委員長と電話。41分　衆院第2議員会館。▽19時10分　東京・銀座のレストラン「薪焼銀座おのでら」。見城徹幻冬舎社長、熊谷正寿ＧＭＯインターネット会長兼社長らと会食。▽20時19分　東京・赤坂の衆院議員宿舎。 
2775,Yoshihide_Suga,10月7日,2020-10-08,▽6時41分　東京・赤坂の衆院議員宿舎発。44分　官邸。敷地内を散歩。▽7時33分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。レストラン「オーキッド」で秘書官と食事。▽8時19分　衆院第2議員会館。23分　横浜商工会議所の上野孝会頭、川本守彦副会頭。43分　官邸。▽9時　規制改革推進会議。▽10時18分　米国研究製薬工業協会のジョバンニ・カフォリオ会長のテレビ電話による表敬。40分　坂井官房副長官、北村国家安全保障局長、山田内閣広報官、和泉補佐官、外務省の秋葉次官、森外務審議官、小林南部アジア部長、植野国際協力局長。▽11時3分　和泉補佐官。9分　外務次官。22分　玉城デニー沖縄県知事。33分　一宮人事院総裁から人事院勧告。55分　東京・紀尾井町のホテルニューオータニ。中国料理店「大観苑」で斉藤鉄夫公明党副代表と会食。▽13時2分　官邸。▽14時34分　棚橋党行政改革推進本部長。▽15時1分　松川正則沖縄県宜野湾市長。▽16時11分　大久保好男日本民間放送連盟会長。42分　東京・紀尾井町のホテルニューオータニ。宴会場「鶴の間」で二階派のパーティーに出席し、あいさつ。▽17時　官邸。24分　室伏、鈴木新旧スポーツ庁長官。35分　木原補佐官。▽18時2分　イタリアのコンテ首相と電話。40分　衆院第2議員会館。▽19時10分　東京・飯田橋のホテルメトロポリタンエドモント。宴会場「悠久」でＪＲ東日本グループの職域団体「東日本ときわ会」の会合に出席し、あいさつ。45分　ホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。中国料理店「桃花林」で柿崎補佐官と食事。▽21時4分　東京・赤坂の衆院議員宿舎。 
