,PM,date,publish_date,activities
279,Shinzo_Abe,10月8日,2013-10-09,（現地時間）〈8日〉　午前　インドネシア・バリ島のソフィテル・ホテルでアジア太平洋経済協力会議（ＡＰＥＣ）台湾代表団の蕭万長前副総統。太平洋島しょ国首脳と対話。写真撮影。ＡＰＥＣ首脳会議。　午後　首脳とワーキングランチ。共同記者会見。ホテル「グランド・ハイアット・バリ」で環太平洋経済連携協定（ＴＰＰ）交渉首脳会合。ヌサドゥア・ビーチ・ホテルで報道各社のインタビュー。　夜　メキシコのペニャニエト大統領。政府専用機でングラ・ライ国際空港発。ブルネイ国際空港着。リズクン・インターナショナル・ホテルに宿泊。 
281,Shinzo_Abe,10月10日・11日,2013-10-11,（現地時間）〈10日〉　午前　ブルネイのバンダルスリブガワンの国際会議場でＡＳＥＡＮプラス日中韓首脳会議。インドのシン首相。東アジア首脳会議。　午後　首脳昼食会。リズクン・インターナショナル・ホテルで内外記者会見。ブルネイ川の水上集落を視察。政府専用機でブルネイ国際空港発。（日本時間）▽23時20分　羽田空港着。〈11日〉▽0時5分　富ケ谷の私邸着。 
298,Shinzo_Abe,10月28日,2013-10-29,▽9時45分　富ケ谷の私邸発。▽10時22分　羽田空港で報道各社のインタビュー。▽10時53分　トルコ訪問のため政府専用機で同空港発。（現地時間）　午後　イスタンブールのアタチュルク空港着。　夕　チュラーン・パレスホテルでイスタンブールのトプバシュ市長。 
300,Shinzo_Abe,10月29日・30日,2013-10-31,（現地時間）〈29日〉　夜　イスタンブールの首相府でエルドアン首相。署名式。共同記者会見。同首相主催の晩さん会。政府専用機でアタチュルク空港発。（日本時間）〈30日〉▽17時19分　羽田空港着。▽18時3分　皇居で帰国の記帳。▽18時32分　官邸で「東南アジア青年の船」事業参加者。▽19時1分　ＡＮＡインターコンチネンタルホテル東京の中国料理店「花梨」で地元支援者。▽20時53分　富ケ谷の私邸着。 
316,Shinzo_Abe,11月16日,2013-11-17,（日本時間）▽8時16分　富ケ谷の私邸発。▽8時54分　羽田空港で報道各社のインタビュー。▽9時22分　カンボジア、ラオス訪問のため政府専用機で同空港発。（現地時間）　午後　カンボジアのプノンペン国際空港着。タンコーサン寺院でＰＫＯ従事中に殉職した高田晴行警視の慰霊碑に献花。ウナロム寺院で国連ボランティア中に殺害された中田厚仁氏の慰霊碑と元共同通信プノンペン支局長の石山幸基氏の慰霊碑に献花。　夕　首相府で歓迎式典。フン・セン首相。署名式。共同記者発表。王宮でシハモニ国王。ホテル・カンボジアーナで医療関連セミナー。国立母子保健センターを視察。　夜　首相府で同首相主催の晩さん会。ラッフルズ・ホテル・ル・ロワイヤルに宿泊。 
317,Shinzo_Abe,11月17日,2013-11-18,（現地時間）　午前　政府専用機でカンボジアのプノンペン国際空港発。ラオス・ビエンチャンのワッタイ国際空港着。首相府で歓迎式典。トンシン首相。署名式。共同記者発表。国家主席府でチュンマリ国家主席。　昼　ラオ・プラザホテルで内外記者会見。トンシン首相主催の昼食会。　午後　政府専用機でワッタイ国際空港発。（日本時間）▽21時32分　羽田空港着。▽22時18分　富ケ谷の私邸着。 
368,Shinzo_Abe,1月9日,2014-01-10,（日本時間）▽9時10分　富ケ谷の私邸発。▽9時47分　羽田空港で報道各社のインタビュー。▽10時14分　オマーン、コートジボワール、モザンビーク、エチオピア4カ国歴訪のため政府専用機で同空港発。昭恵夫人が同行。（現地時間）　夕　オマーンのマスカット国際空港着。　夜　バルカ宮殿でカブース国王。国王主催の夕食会。 
369,Shinzo_Abe,1月9日・10日,2014-01-11,（現地時間）〈9日〉　夜　オマーン・マスカット市内のグランド・ハイアット・ホテルに宿泊。〈10日〉　午前　政府専用機でマスカット国際空港発。　午後　コートジボワールのフェリックス・ウフエ・ボワニ国際空港着。 
370,Shinzo_Abe,1月10日・11日,2014-01-12,（現地時間）〈10日〉　夕　コートジボワール・アビジャンの大統領府でワタラ大統領。共同記者発表。　夜　ソフィテル・アビジャン・ホテル・イボワールで西アフリカ各国首脳。ワタラ大統領主催の夕食会。宿泊。〈11日〉　朝　女性職業訓練施設「マリー・ウジェニー・センター」を視察。　午前　スポーツ会館で柔道大会「安倍杯」を視察。政府専用機でフェリックス・ウフエ・ボワニ国際空港発。 
371,Shinzo_Abe,1月11日・12日,2014-01-13,（現地時間）〈11日〉　夜　政府専用機でモザンビークのマプト国際空港着。ポラナ・ホテルに宿泊。〈12日〉　午前　大統領府でゲブザ大統領。交換公文署名式。共同記者発表。大統領に同行企業経営者らを紹介。　昼　同ホテルで同行企業経営者ら。　午後　投資フォーラム。マシャケーネ競技場でモザンビーク女子バスケットボール代表。同ホテルで青年海外協力隊。 
372,Shinzo_Abe,1月12日・13日,2014-01-14,（現地時間）〈12日〉　夜　モザンビーク・マプトのジラソル・インディ・コングレス・ホテル・アンド・スパで同行記者団と懇談。大統領官邸でゲブザ大統領主催の夕食会。ポラナ・ホテルに宿泊。〈13日〉　午前　政府専用機でマプト国際空港発。　午後　エチオピアのボレ国際空港着。歓迎式典。ハイレマリアム首相夫妻。アディスアベバのシェラトン・アディス・ホテルで五輪マラソン金メダリストの故アベベ選手の次男ら。　夕　大統領宮殿でハイレマリアム首相。署名式。共同記者発表。 
373,Shinzo_Abe,1月13日・14日,2014-01-15,（現地時間）〈13日〉　夜　エチオピア・アディスアベバの大統領宮殿でハイレマリアム首相主催の夕食会。シェラトン・アディス・ホテルに宿泊。〈14日〉　午前　大統領宮殿でムラトゥ大統領。日本庭園を視察。アフリカ連合（ＡＵ）本部で演説。ズマＡＵ委員長。　午後　同ホテルで内外記者会見。政府専用機でボレ国際空港発。　夜　給油のためオマーンのマスカット国際空港着。 
374,Shinzo_Abe,1月14日・15日,2014-01-16,（現地時間）〈14日〉　夜　政府専用機でオマーンのマスカット国際空港発。（日本時間）〈15日〉▽12時52分　羽田空港着。▽13時27分　皇居で帰国の記帳。▽13時45分　官邸で報道各社のインタビュー。この後、小野寺防衛相、河野防衛省海上幕僚長。▽15時54分　富ケ谷の私邸着。 
380,Shinzo_Abe,1月21日,2014-01-22,▽8時37分　富ケ谷の私邸発。▽8時58分　官邸で日本経済再生本部。▽9時19分　党本部で日米国会議員連盟の中曽根弘文会長、小坂憲次幹事長ら。この後、役員会。▽10時3分　官邸で閣議。続いて新型インフルエンザ対策訓練。この後、新聞・通信各社の論説委員、テレビ各社の解説委員、内閣記者会と相次ぎ懇談。▽12時38分　米大リーグ・レッドソックスの上原浩治、田沢純一両投手。▽13時42分　ルビオ米上院議員。ケネディ駐日米大使らが同席。▽14時12分　外務省の斎木次官、伊原アジア大洋州局長。続いて報道各社のインタビュー。▽15時21分　ダボス会議出席のため政府専用機で羽田空港発。 
381,Shinzo_Abe,1月21日・22日,2014-01-23,（現地時間）〈21日〉　夜　政府専用機でスイスのチューリヒ国際空港着。ムーベンピックホテルで日本テレビのインタビュー。宿泊。〈22日〉　午前　列車でチューリヒ発。ダボス着。レンタルオフィス「ＩＴダボス」で報道各社のインタビュー。　昼　コングレスセンターでテレビ東京のインタビュー。シュワブ世界経済フォーラム会長主催の昼食会。　午後　各国メディア関係者と意見交換。コングレスホテルで米ＣＮＮテレビのインタビュー。米国人投資家のジョージ・ソロス氏。アボット豪首相と立ち話。各国企業経営者らと意見交換。 
382,Shinzo_Abe,1月22日・23日,2014-01-24,（現地時間）〈22日〉　午後　スイス・ダボス市内のコングレスセンターでブルクハルター大統領と立ち話。世界経済フォーラム年次総会（ダボス会議）のオープニングセッション。イランのロウハニ大統領と立ち話。基調講演。ロックバンド「Ｕ2」のボノ氏、米フェイスブックのシェリル・サンドバーグ最高執行責任者と立ち話。　夜　クラーク国連開発計画（ＵＮＤＰ）総裁らと夕食会。政府専用機でチューリヒ国際空港発。（日本時間）〈23日〉▽18時14分　羽田空港着。▽18時49分　皇居で帰国の記帳。▽19時9分　渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」で散髪。▽20時53分　富ケ谷の私邸着。 
384,Shinzo_Abe,1月25日,2014-01-26,（日本時間）▽8時44分　富ケ谷の私邸発。▽9時19分　羽田空港で報道各社のインタビュー。この後、インド訪問のため昭恵夫人とともに政府専用機で同空港発。（現地時間）　午後　ニューデリーのパラム空軍基地着。大統領官邸でムカジー大統領。タージパレスホテルで科学技術セミナー。迎賓館「ハイデラバード・ハウス」でシン首相。署名式、共同記者発表。　夜　同首相主催の夕食会。 
386,Shinzo_Abe,1月27日,2014-01-28,（現地時間）　午前　政府専用機でインド・ニューデリーのパラム空軍基地発。（日本時間）▽18時39分　羽田空港着。▽19時19分　皇居で帰国の記帳。▽19時37分　富ケ谷の私邸着。 
