,PM,date,publish_date,activities
255,Shinzo_Abe,9月14日,2013-09-15,▽8時5分　山梨県鳴沢村の別荘発。▽9時24分　鳴沢ゴルフ倶楽部で長瀬朋彦イマジカ・ロボットホールディングス社長、石坂直人ＡＮＡホールディングス調査部長らとゴルフ。▽16時49分　別荘着。▽18時2分　富士河口湖町の中国料理店「異彩中国菜館　湖宮」で長瀬社長、石坂調査部長ら。▽20時22分　別荘着。 
261,Shinzo_Abe,9月20日,2013-09-21,▽8時23分　富ケ谷の私邸発。▽8時39分　官邸で甘利経済再生相、松元内閣府次官ら。▽9時8分　外務省の斎木次官、杉山外務審議官、平松総合外交政策局長。次官、外務審議官が残る。▽10時3分　閣議。▽10時32分　赤坂御用地で高円宮妃久子さま。▽11時31分　官邸でマスリー・ヨルダン上院議長。入れ替わりに日本税理士会連合会の池田隼啓会長ら。続いてＮＰＯ法人山口県難治性血管奇形相互支援会の有富健理事長ら。▽12時54分　町村信孝党インテリジェンス・秘密保全等検討プロジェクトチーム座長。▽13時5分　森少子化相。入れ替わりに大西倉雄山口県長門市長ら。続いて競争力会議。▽13時53分　米倉経団連会長、岡村日本商工会議所会頭、古賀連合会長ら。▽14時39分　麻生財務相、岸田外相、小野寺防衛相、菅官房長官。▽15時31分　外務次官。▽16時18分　財務相、再生相。▽17時10分　北村情報官。この後、兼原官房副長官補、伊原外務省アジア大洋州局長。▽18時42分　野沢の福田康夫元首相宅で同氏の母、故三枝さんの弔問。▽19時19分　公邸着。　21日の59歳の誕生日を前に記者団からゴルフ用品を贈られ「どうもありがとう」　この後、中原伸之元日銀審議委員、茂木友三郎キッコーマン名誉会長ら。▽21時16分　私邸着。 
284,Shinzo_Abe,10月13日,2013-10-14,▽7時58分　山梨県鳴沢村の別荘発。▽8時1分　富士河口湖町の富士桜カントリー倶楽部で友人らとゴルフ。▽18時54分　富ケ谷の私邸着。 
305,Shinzo_Abe,11月4日,2013-11-05,▽9時12分　神奈川県茅ケ崎市のスリーハンドレッドクラブでニトリホールディングスの似鳥昭雄社長らとゴルフ。▽19時13分　富ケ谷の私邸着。 
324,Shinzo_Abe,11月24日,2013-11-25,▽6時58分　富ケ谷の私邸発。▽8時4分　神奈川県茅ケ崎市のスリーハンドレッドクラブで友人らとゴルフ。▽16時3分　私邸で秘書官。▽19時42分　渋谷区の友人宅。昭恵夫人が同席。▽21時50分　私邸着。 
358,Shinzo_Abe,12月29日,2013-12-30,▽7時43分　神奈川県茅ケ崎市の湘南カントリークラブで岸外務副大臣、秘書官らとゴルフ。▽16時39分　富ケ谷の私邸着。▽17時22分　銀座の西洋料理店「玉木」で岸氏ら親族、友人、秘書官。▽19時51分　私邸着。 
362,Shinzo_Abe,1月3日,2014-01-04,▽6時52分　宿泊先のグランドハイアット東京発。▽8時7分　神奈川県茅ケ崎市のスリーハンドレッドクラブで渡文明ＪＸホールディングス相談役、長谷川補佐官らとゴルフ。▽16時40分　富ケ谷の私邸着。▽18時24分　ホテルインターコンチネンタル東京ベイのイタリア料理店「ジリオン」で昭恵夫人、友人ら。▽20時49分　同ホテルのバー「スカイビューラウンジ」で昭恵夫人、友人ら。▽21時59分　私邸着。 
433,Shinzo_Abe,3月15日,2014-03-16,▽6時42分　富ケ谷の私邸発。▽7時51分　神奈川県茅ケ崎市のスリーハンドレッドクラブで経団連の御手洗冨士夫名誉会長、榊原定征次期会長らとゴルフ。▽15時56分　私邸着。▽17時14分　公邸で谷内国家安全保障局長、高見沢官房副長官補、斎木外務次官ら。次官が残る。 
455,Shinzo_Abe,3月6日,2014-04-07,▽6時46分　富ケ谷の私邸発。▽7時51分　神奈川県茅ケ崎市のスリーハンドレッドクラブで北側公明党副代表、佐藤自民党国対委員長らとゴルフ。▽16時36分　私邸着。▽18時10分　元赤坂の迎賓館でアボット豪首相。谷内国家安全保障局長、杉山外務審議官が同席。▽21時13分　私邸着。 
462,Shinzo_Abe,4月13日・14日,2014-04-15,〈13日〉▽7時16分　山梨県鳴沢村の別荘発。▽7時20分　富士河口湖町の富士桜カントリー倶楽部でヒッチンズ駐日英大使、日枝久フジテレビ会長らとゴルフ。▽14時42分　報道各社のインタビュー。▽16時51分　公邸で小林農水省消費・安全局長ら。続いて外務省の斎木次官、杉山外務審議官、上月欧州局長。▽18時11分　富ケ谷の私邸着。〈14日〉▽9時15分　私邸発。▽9時29分　官邸で菅官房長官。続いて一宮人事院総裁に辞令交付。菅、加藤、世耕、杉田正副官房長官が同席。▽11時25分　コソボのサチ首相。この後、署名式。共同記者発表。▽12時5分　公邸で安倍首相主催の昼食会。▽13時25分　官邸で岸田外相。▽14時2分　米アスペン研究所訪日議員団。続いて、山本科技相。入れ替わりに安藤裕康国際交流基金理事長。▽15時50分　岡崎元駐タイ大使。▽16時6分　科技相、遠藤内閣情報通信政策監。続いて、日本さくらの女王の渡辺麻美子さんら。▽17時1分　国会内で党役員会。この後、高村副総裁、野田総務会長ら。▽17時37分　官邸で総合科学技術会議。▽18時20分　稲田行革相。▽18時38分　ＡＮＡインターコンチネンタルホテル東京で麻生派のパーティー。▽19時5分　公邸で菅、加藤、世耕、杉田正副官房長官ら。▽21時4分　麻生副総理。 
487,Shinzo_Abe,5月10日,2014-05-11,▽7時44分　山梨県鳴沢村の別荘発。▽7時49分　鳴沢ゴルフ倶楽部でゼンリンの大迫正男会長、飯田産業の森和彦会長とゴルフ。▽15時4分　別荘着。▽17時12分　成蹊大の同窓生ら。 
488,Shinzo_Abe,5月11日,2014-05-12,▽7時42分　山梨県鳴沢村の別荘発。▽7時45分　富士河口湖町の富士桜カントリー倶楽部で成蹊大の同窓生とゴルフ。▽17時27分　富ケ谷の私邸着。 
535,Shinzo_Abe,6月28日,2014-06-29,▽6時57分　山梨県鳴沢村の別荘発。▽7時1分　富士河口湖町の富士桜カントリー倶楽部で萩生田総裁特別補佐らとゴルフ。▽16時20分　富ケ谷の私邸着。▽17時59分　西原のすし店「すし久遠はなれ」で母の洋子さん。▽19時33分　私邸着。 
557,Shinzo_Abe,7月21日,2014-07-22,▽5時58分　富ケ谷の私邸発。▽7時2分　神奈川県茅ケ崎市のスリーハンドレッドクラブで友人らとゴルフ。▽14時5分　私邸着。 
582,Shinzo_Abe,8月16日,2014-08-17,▽9時16分　山梨県鳴沢村の別荘発。▽9時43分　山中湖村のゴルフ場「富士ゴルフコース」で秘書官らとゴルフ。▽17時3分　別荘着。▽18時41分　山中湖村のホテル「エクシブ山中湖サンクチュアリ・ヴィラ」のレストラン「イルコローレ」で昭恵夫人、母の洋子さんら。▽21時43分　別荘着。 
583,Shinzo_Abe,8月17日,2014-08-18,▽7時51分　山梨県鳴沢村の別荘発。▽7時55分　富士河口湖町の富士桜カントリー倶楽部で榊原経団連会長、御手洗冨士夫キヤノン会長兼社長、渡文明ＪＸホールディングス名誉顧問らとゴルフ。▽15時52分　別荘着。▽17時59分　山中湖村のホテルマウント富士で日枝久フジテレビ会長、加藤官房副長官ら。▽20時54分　別荘着。 
585,Shinzo_Abe,8月19日,2014-08-20,▽7時4分　山梨県鳴沢村の別荘発。▽7時7分　富士河口湖町の富士桜カントリー倶楽部で本田内閣官房参与、田中財務省主計局長、日枝久フジテレビ会長らとゴルフ。▽14時36分　別荘着。▽17時55分　笹川陽平日本財団会長の別荘で笹川氏、森元首相、茂木経産相ら。▽22時5分　別荘着。 
586,Shinzo_Abe,8月20日,2014-08-21,▽7時22分　山梨県鳴沢村の別荘発。▽7時26分　富士河口湖町の富士桜カントリー倶楽部で森元首相、茂木経産相、日枝久フジテレビ会長、笹川陽平日本財団会長らとゴルフ。▽9時22分　別荘着。▽11時　官邸で古屋防災相、菅官房長官、西村危機管理監。続いて報道各社のインタビュー。▽12時44分　北村情報官。▽14時1分　公邸に。▽17時19分　危機管理監。▽19時42分　別荘着。 
706,Shinzo_Abe,12月21日,2014-12-22,▽6時43分　富ケ谷の私邸発。▽7時41分　神奈川県茅ケ崎市のスリーハンドレッドクラブで友人とゴルフ。▽14時58分　私邸着。▽18時55分　赤坂の日本料理店「燻」で加計孝太郎加計学園理事長、昭恵夫人ら。▽21時50分　私邸着。21日 
718,Shinzo_Abe,1月3日,2015-01-04,▽6時43分　宿泊先のグランドハイアット東京発。▽7時53分　神奈川県茅ケ崎市のスリーハンドレッドクラブで経団連の榊原会長、御手洗名誉会長らとゴルフ。▽16時48分　同ホテル着。▽18時35分　同ホテルのフランス料理店「ＴＨＥ　ＦＲＥＮＣＨ　ＫＩＴＣＨＥＮ」で昭恵夫人、友人ら。同ホテルに宿泊。 
719,Shinzo_Abe,1月4日,2015-01-05,▽6時48分　宿泊先のグランドハイアット東京発。▽7時57分　神奈川県茅ケ崎市のスリーハンドレッドクラブで古森重隆富士フイルムホールディングス会長夫妻、昭恵夫人とゴルフ。▽14時37分　横浜市の日本料理店「九つ井本店」で古森会長夫妻、昭恵夫人。▽17時9分　富ケ谷の私邸着。 
725,Shinzo_Abe,1月10日,2015-01-11,▽7時15分　公邸発。▽8時45分　神奈川県箱根町のゴルフ場「大箱根カントリークラブ」で世耕官房副長官、飯田産業の森和彦会長、兼井雅史社長らとゴルフ。▽16時15分　静岡県御殿場市の祖父・岸信介元首相の私邸「東山旧岸邸」を見学。　首相「二十数年ぶりに来たが、昔のままなので本当に懐かしかった」▽17時19分　山梨県鳴沢村の別荘着。▽18時3分　富士河口湖町の中国料理店「異彩中国菜館　湖宮」で世耕副長官ら。母の洋子さんが同席。▽20時8分　別荘着。 
840,Shinzo_Abe,5月4日,2015-05-05,▽7時8分　山梨県鳴沢村の別荘発。▽7時12分　富士河口湖町の富士桜カントリー倶楽部で友人らとゴルフ。▽15時29分　別荘着。▽17時30分　本田内閣官房参与、昭恵夫人、母の洋子さんら。 
841,Shinzo_Abe,5月5日,2015-05-06,▽7時50分　山梨県鳴沢村の別荘発。▽7時55分　鳴沢ゴルフ倶楽部でリッキービジネスソリューションの渋谷耕一社長、昭恵夫人らとゴルフ。▽16時13分　別荘着。▽18時30分　富士河口湖町の焼肉店「鉄庵」で加計孝太郎加計学園理事長、昭恵夫人ら。▽20時28分　別荘着。 
842,Shinzo_Abe,5月6日・7日,2015-05-08,〈6日〉▽7時24分　山梨県鳴沢村の別荘発。▽7時47分　山中湖村の富士ゴルフコースで経団連の御手洗名誉会長、榊原会長、渡文明ＪＸホールディングス名誉顧問とゴルフ。▽16時12分　富ケ谷の私邸着。〈7日〉▽9時45分　皇居で帰国の記帳。▽10時23分　官邸で防衛省の深山運用企画局長、河野統合幕僚長、伊藤海上自衛隊第4護衛隊群司令。続いて山口科技相、大西隆日本学術会議会長。▽11時3分　黒田直樹国際石油開発帝石会長。この後、金高警察庁長官。北村情報官が続く。▽12時2分　谷垣幹事長。▽13時45分　森屋宏参院議員ら。▽14時3分　谷内国家安全保障局長、黒江防衛省防衛政策局長。入れ替わりに斎木外務次官。▽15時32分　竹下復興相、岡本復興次官。▽16時3分　パプアニューギニアのソマレ元首相夫妻。昭恵夫人が同席。続いて小池、金築新旧最高裁判事。▽17時8分　情報官。続いて高市総務相。▽18時1分　岸田外相、高瀬外務省中南米局長。▽18時50分　公邸に。 
942,Shinzo_Abe,8月16日・17日,2015-08-18,〈16日〉▽6時56分　山梨県鳴沢村の別荘発。▽7時　富士河口湖町の富士桜カントリー倶楽部で高橋精一郎三井住友銀副頭取、加計孝太郎加計学園理事長、本田内閣官房参与らとゴルフ。▽14時31分　別荘着。▽16時59分　大沼瑞穂参院議員、大沼保昭明大特任教授ら。▽18時3分　笹川陽平日本財団会長の別荘で笹川会長、加藤官房副長官、茂木選対委員長ら。▽20時29分　別荘着。〈17日〉▽6時36分　別荘発。▽6時40分　富士桜カントリー倶楽部で茂木選対委員長、日枝久フジテレビ会長、笹川会長らとゴルフ。▽14時49分　別荘着。▽18時24分　山中湖村のホテルマウント富士で加藤副長官、日枝会長ら。▽21時18分　別荘着。 
975,Shinzo_Abe,9月20日,2015-09-21,▽6時44分　山梨県鳴沢村の別荘発。▽7時8分　山中湖村のゴルフ場「富士ゴルフコース」で増岡聡一郎鉄鋼ビルディング専務、秘書官らとゴルフ。▽14時28分　別荘着。▽18時34分　富士河口湖町のハンバーガー店「ムースヒルズバーガー」で本田内閣官房参与、母の洋子さん、秘書官ら。▽20時35分　別荘着。【図・写真】20日 
976,Shinzo_Abe,9月21日,2015-09-22,▽7時52分　山梨県鳴沢村の別荘発。▽7時57分　鳴沢ゴルフ倶楽部で加計孝太郎加計学園理事長、秘書官らとゴルフ。▽15時43分　報道各社のインタビュー。▽15時50分　別荘着。▽17時59分　富士河口湖町の中国料理店「異彩中国菜館　湖宮」で加計氏、昭恵夫人、母の洋子さんら。▽21時5分　別荘着。【図・写真】21日 
1030,Shinzo_Abe,11月14日・15日,2015-11-16,（現地時間）〈14日〉　夜　トルコ・アンタルヤのタイタニック・ホテルでターンブル豪首相。同ホテルに宿泊。〈15日〉　午前　レグナム・カーヤ・ゴルフ＆スパ・リゾートで欧州連合（ＥＵ）のユンケル欧州委員長。　午後　20カ国・地域（Ｇ20）首脳会議の歓迎行事。写真撮影。中国の習近平国家主席らとあいさつ。ワーキングランチで韓国の朴槿恵大統領。Ｇ20首脳会議第1セッション。 
1031,Shinzo_Abe,11月15日・16日,2015-11-17,（現地時間）〈15日〉　午後　トルコ・アンタルヤのレグナム・カーヤ・ゴルフ＆スパ・リゾートでキャメロン英首相。ロシアのプーチン大統領。ワーキングディナー。タイタニック・ホテルに宿泊。〈16日〉　午前　宿泊先のホテルで同行記者団と懇談。20カ国・地域（Ｇ20）首脳会議第2セッション。　午後　メルケル独首相。ワーキングランチ。サウジアラビアのサルマン国王。政府専用機でアンタルヤ国際空港発。 
1071,Shinzo_Abe,12月27日,2015-12-28,▽7時10分　富ケ谷の私邸発。▽8時　神奈川県茅ケ崎市のスリーハンドレッドクラブで御手洗冨士夫キヤノン会長兼社長兼最高経営責任者、渡文明ＪＸホールディングス名誉顧問、岩沙弘道三井不動産会長とゴルフ。▽15時18分　同市の老人ホーム「太陽の郷」でおじの岸信和氏夫妻。▽16時44分　私邸着。▽18時20分　玉川田園調布の親族宅で昭恵夫人ら。▽21時40分　私邸着。 
1074,Shinzo_Abe,12月30日,2015-12-31,▽7時10分　宿泊先のグランドハイアット東京発。▽8時1分　千葉県袖ケ浦市のゴルフ場「カメリアヒルズカントリークラブ」で家族らとゴルフ。この後、報道各社のインタビュー。　首相「就任以来一番良いスコアが出た」▽14時53分　同ホテル着。▽18時35分　同ホテルのすし店「六緑」で昭恵夫人、母の洋子さんら。同ホテルに宿泊。 
1076,Shinzo_Abe,1月1日・2日,2016-01-03,〈1日〉▽8時30分　宿泊先のグランドハイアット東京の日本料理店「旬房」で昭恵夫人、母の洋子さん。▽10時39分　皇居で新年祝賀の儀。昭恵夫人が同席。▽11時32分　グランドハイアット東京着。▽15時11分　品川プリンスホテルの映画館「品川プリンスシネマ」で昭恵夫人、母の洋子さんらと「海難1890」を鑑賞。▽18時30分　グランドハイアット東京のフランス料理店「ＴＨＥ　ＦＲＥＮＣＨ　ＫＩＴＣＨＥＮ」で昭恵夫人、母の洋子さんら。同ホテルに宿泊。〈2日〉▽8時1分　神奈川県茅ケ崎市のスリーハンドレッドクラブで古森重隆富士フイルムホールディングス会長夫妻、昭恵夫人とゴルフ。▽16時33分　富ケ谷の私邸着。 
1132,Shinzo_Abe,2月27日,2016-02-28,▽6時33分　富ケ谷の私邸発。▽7時28分　神奈川県茅ケ崎市のスリーハンドレッドクラブで永山治中外製薬会長、秘書官らとゴルフ。▽14時50分　東京・宇田川町の渋谷東武ホテルで大学時代の友人をしのぶ会。▽16時1分　私邸着。 
1160,Shinzo_Abe,3月26日,2016-03-27,▽7時41分　公邸発。▽9時29分　静岡県小山町のゴルフ場「東富士カントリークラブ」で友人とゴルフ。▽18時21分　山梨県富士河口湖町の中国料理店「異彩中国菜館　湖宮」で友人、秘書官。▽21時36分　富ケ谷の私邸着。 
1272,Shinzo_Abe,7月18日・19日,2016-07-20,〈18日〉▽6時42分　山梨県鳴沢村の別荘発。▽6時46分　富士河口湖町の富士桜カントリー倶楽部で経団連の御手洗名誉会長、榊原会長、渡文明ＪＸホールディングス名誉顧問とゴルフ。▽14時18分　別荘着。▽19時3分　富士吉田市の「炭火串焼Ｉ・Ｗ」で秘書官。▽21時12分　別荘着。〈19日〉▽11時21分　別荘で北村情報官。▽12時46分　同町のハンバーガー店「ムースヒルズバーガー」で情報官、秘書官。▽14時13分　別荘着。▽18時59分　同町の中国料理店「異彩中国菜館　湖宮」で増岡聡一郎鉄鋼ビルディング専務ら。▽21時16分　別荘着。 
1273,Shinzo_Abe,7月20日,2016-07-21,▽6時55分　山梨県鳴沢村の別荘発。▽6時58分　富士河口湖町の富士桜カントリー倶楽部で増岡聡一郎鉄鋼ビルディング専務、松崎勲森永商事社長、籔本雅巳大阪難病研究財団理事長とゴルフ。▽14時51分　別荘着。 
1275,Shinzo_Abe,7月22日,2016-07-23,▽6時55分　山梨県鳴沢村の別荘発。▽7時19分　山中湖村のゴルフ場「富士ゴルフコース」でリッキービジネスソリューションの渋谷耕一社長、加計孝太郎加計学園理事長らとゴルフ。▽16時1分　別荘で北村情報官。続いて堀内詔子衆院議員。この後、情報官。▽19時29分　富士河口湖町の中国料理店「異彩中国菜館　湖宮」で山崎学日本精神科病院協会会長ら。▽21時41分　別荘着。 
1276,Shinzo_Abe,7月23日,2016-07-24,▽6時56分　山梨県鳴沢村の別荘発。▽7時21分　山中湖村のゴルフ場「富士ゴルフコース」で山崎学日本精神科病院協会会長らとゴルフ。▽15時3分　別荘着。▽18時31分　富士河口湖町のイタリア料理店「ＲＩＣＥＴＴＡ」で秘書官ら。▽21時　別荘着。 
1295,Shinzo_Abe,8月10日,2016-08-11,▽7時22分　山梨県鳴沢村の別荘発。▽7時27分　鳴沢ゴルフ倶楽部で友人らとゴルフ。▽15時32分　別荘着。▽18時21分　富士河口湖町の居酒屋「漁」で秘書官ら。▽20時37分　別荘着。 
1296,Shinzo_Abe,8月11日,2016-08-12,▽6時19分　山梨県鳴沢村の別荘発。▽6時42分　山中湖村のゴルフ場「富士ゴルフコース」で高橋精一郎三井住友銀副頭取、加計孝太郎加計学園理事長らとゴルフ。▽16時15分　富ケ谷の私邸着。▽18時14分　元代々木町のピザ店「エンボカ東京」で三井住友銀副頭取夫妻、秘書官ら。▽20時35分　私邸着。 
1301,Shinzo_Abe,8月16日,2016-08-17,▽6時50分　山梨県鳴沢村の別荘発。▽6時53分　富士河口湖町の富士桜カントリー倶楽部で塩崎厚労相、加藤一億総活躍相、茂木政調会長、日枝久フジテレビ会長らとゴルフ。▽14時34分　別荘着。▽17時　小林優鳴沢村長。▽17時50分　山中湖村のホテルマウント富士で一億総活躍相、岸信夫外務副大臣、日枝会長ら。▽20時56分　別荘着。 
1302,Shinzo_Abe,8月17日,2016-08-18,▽6時48分　山梨県鳴沢村の別荘発。▽7時14分　山中湖村のゴルフ場「富士ゴルフコース」で麻生財務相、田中前財務次官らとゴルフ。▽14時57分　別荘着。▽16時42分　北村情報官。▽17時30分　岸外務副大臣、萩生田官房副長官、秘書官ら。 
1303,Shinzo_Abe,8月18日,2016-08-19,▽7時25分　山梨県鳴沢村の別荘発。▽7時28分　富士河口湖町のゴルフ場「富士桜カントリー倶楽部」で岸外務副大臣ら親族、友人らとゴルフ。▽15時17分　別荘着。▽18時36分　富士吉田市のイタリア料理店「パスタ亭」で母の洋子さんら親族。▽20時44分　別荘着。 
1407,Shinzo_Abe,12月3日,2016-12-04,▽6時7分　富ケ谷の私邸発。▽7時5分　神奈川県茅ケ崎市のスリーハンドレッドクラブで長谷川補佐官、秘書官とゴルフ。▽13時　御手洗経団連名誉会長、渡辺恒雄読売新聞グループ本社主筆。▽14時49分　私邸着。 
1428,Shinzo_Abe,12月25日,2016-12-26,▽7時11分　富ケ谷の私邸発。▽8時1分　千葉県袖ケ浦市のゴルフ場「カメリアヒルズカントリークラブ」で増岡聡一郎鉄鋼ビルディング専務らとゴルフ。▽15時9分　公邸着。 
1432,Shinzo_Abe,12月29日,2016-12-30,▽7時2分　富ケ谷の私邸発。▽8時8分　神奈川県茅ケ崎市のスリーハンドレッドクラブで古森重隆富士フイルムホールディングス会長夫妻、昭恵夫人とゴルフ。▽16時42分　私邸着。▽19時44分　玉川田園調布の親族宅で昭恵夫人ら。▽21時57分　グランドハイアット東京に宿泊。 
1435,Shinzo_Abe,1月1日・2日,2017-01-03,〈1日〉▽8時53分　宿泊先のグランドハイアット東京発。▽9時9分　富ケ谷の私邸着。▽10時41分　皇居で新年祝賀の儀。▽11時28分　私邸着。▽14時49分　同ホテル着。▽15時30分　ＴＯＨＯシネマズ六本木ヒルズで昭恵夫人、岸外務副大臣らと「海賊とよばれた男」を鑑賞。▽18時32分　同ホテルの日本料理店「旬房」で昭恵夫人、外務副大臣ら。同ホテルに宿泊。〈2日〉▽8時26分　神奈川県茅ケ崎市のスリーハンドレッドクラブで経団連の御手洗名誉会長、榊原会長、渡文明ＪＸホールディングス名誉顧問とゴルフ。▽10時24分　報道各社のインタビュー。▽16時12分　同ホテル着。▽18時　同ホテルのフランス料理店「ＴＨＥ　ＦＲＥＮＣＨ　ＫＩＴＣＨＥＮ」で昭恵夫人、友人ら。同ホテルに宿泊。 
1470,Shinzo_Abe,2月4日,2017-02-05,▽7時40分　富ケ谷の私邸発。▽8時22分　東京都稲城市のよみうりゴルフ倶楽部で親族らとゴルフ。▽16時5分　私邸着。▽17時55分　築地本願寺で故林義郎元蔵相の通夜。▽18時53分　私邸着。 
1477,Shinzo_Abe,2月10日・11日,2017-02-12,（現地時間）〈10日〉　午後　ワシントンのホワイトハウスでトランプ米大統領。共同記者会見。ワーキングランチ。大統領専用ヘリ「マリーンワン」で大統領とともに同所発。大統領専用機「エアフォースワン」でアンドルーズ空軍基地発。フロリダのパームビーチ国際空港着。　夜　「マール・ア・ラーゴ」で大統領夫妻主催の夕食会。昭恵夫人が同席。同所に宿泊。〈11日〉　午前　「トランプ・ナショナル・ゴルフ・クラブ・ジュピター」で大統領とゴルフ。 
1478,Shinzo_Abe,2月11日・12日・13日,2017-02-14,（現地時間）〈11日〉　午後　米フロリダ・パームビーチの「トランプ・インターナショナル・ゴルフ・クラブ・ウエスト・パームビーチ」でトランプ大統領とゴルフ。　夜　「マール・ア・ラーゴ」で大統領と夕食会。共同記者発表。同所泊。〈12日〉　午前　政府専用機でパームビーチ国際空港発。給油のためロサンゼルス国際空港着。　午後　同空港発。（日本時間）〈13日〉▽18時30分　羽田空港着。▽19時2分　皇居で帰国の記帳。▽19時55分　台場のフジテレビで報道番組に出演。▽21時　神南のＮＨＫで報道番組に出演。▽21時39分　富ケ谷の私邸着。 
